intensidad_media,mediana,desviacion_std,varianza,asimetria,curtosis,p10,p90,rango,homogeneidad,energia,contraste,correlacion,entropia,lbp_entropia,lbp_energia,area,circularidad,compacidad,solidez,excentricidad,extension,Clase
0.3096959,0.3130081,0.1063544,0.01131127,0.3892741,5.407748,0.1747967,0.4349594,0.2601626,0.9687726,0.3502733,0.1715472,0.9622675,6.677546,2.711365,0.1832772,45293,0.9310761,1.074026,0.9888438,0.7242902,0.7205721,2
0.2768968,0.2704918,0.1046649,0.01095475,0.4533577,3.524067,0.147541,0.4098361,0.2622951,0.9660776,0.30348,0.1767167,0.9692728,6.684906,2.748785,0.181264,25246,0.7830963,1.276982,0.9734336,0.8833483,0.6027024,3
0.2370216,0.2313726,0.06732166,0.004532206,1.613748,14.22893,0.1607843,0.3098039,0.1490196,0.9644809,0.2981398,0.1469555,0.9761176,6.007421,2.804574,0.1681553,47121,0.694137,1.440638,0.9416291,0.6430237,0.641102,2
0.2563985,0.2627451,0.09675355,0.009361248,0.3335311,3.477422,0.1294118,0.372549,0.2431373,0.9818865,0.3306298,0.08667574,0.9800303,6.569197,2.810014,0.1656704,101976,0.8370637,1.194652,0.9654807,0.4309814,0.7894835,2
0.1617595,0.1428571,0.08599132,0.007394508,3.217734,19.27637,0.09387755,0.2408163,0.1469388,0.979808,0.4914196,0.1572611,0.9743106,5.861295,2.778737,0.1726504,36596,0.7587416,1.317972,0.9435607,0.8032303,0.7337544,2
0.1310691,0.1188525,0.08172415,0.006678837,2.678166,20.25214,0.05327869,0.2213115,0.1680328,0.98279,0.5579816,0.1201627,0.9785115,5.977721,2.790314,0.1667423,76117,0.8582044,1.165224,0.9771744,0.7999287,0.7715238,2
0.1101216,0.05555556,0.1359754,0.0184893,2.52264,10.99623,0.01190476,0.281746,0.2698413,0.9795851,0.4193377,0.1449153,0.9799193,6.078318,2.729996,0.1759141,27106,0.8066674,1.239668,0.9526923,0.8152894,0.6173925,2
0.1114885,0.1147541,0.05368608,0.002882195,1.524899,11.39068,0.04508197,0.1639344,0.1188525,0.9916747,0.6480407,0.09381244,0.9811051,5.481971,2.80706,0.1637808,137298,0.9611866,1.040381,0.9894994,0.3512124,0.8078919,2
0.322094,0.307377,0.1028783,0.01058395,1.066015,5.915378,0.2090164,0.454918,0.2459016,0.9446079,0.3024068,0.3140848,0.9327582,6.454629,2.917532,0.1538534,7764,0.8266334,1.209726,0.9579272,0.8449758,0.7153123,1
0.1962627,0.1882353,0.1147726,0.01317274,1.012886,5.530653,0.05098039,0.3411765,0.2901961,0.9737883,0.3974039,0.1565417,0.9773518,6.749415,2.691385,0.1900132,33796,0.456433,2.190902,0.7938738,0.8747576,0.4486036,3
0.08857966,0.03921569,0.1053232,0.01109299,1.78893,6.353208,0.007843138,0.2431373,0.2352941,0.9902702,0.5061074,0.07749457,0.9870357,5.60314,2.508947,0.2327769,118085,0.9269919,1.078758,0.9852075,0.6743945,0.7416654,2
0.5029452,0.5139442,0.1041767,0.01085278,-0.1533135,2.783075,0.3545817,0.6294821,0.2749004,0.9555258,0.3017792,0.1869185,0.9209321,6.697485,2.972196,0.1449715,13087,1.006203,0.9938356,0.9924168,0.4369383,0.7992061,2
0.22323,0.1727273,0.2006322,0.04025327,1.03787,3.385585,0.01818182,0.5272727,0.5090909,0.9617894,0.3308223,0.1931722,0.9502841,6.86183,2.699298,0.1781191,46435,0.9759834,1.024608,0.9943468,0.104538,0.8627192,2
0.3183,0.3073593,0.1629719,0.02655983,0.4398831,2.626613,0.1082251,0.5454546,0.4372294,0.9703906,0.2552636,0.1171546,0.9746881,7.185852,2.563276,0.2106598,64891,0.9167195,1.090846,0.9851224,0.5482439,0.7431402,2
0.2876524,0.2047244,0.2683951,0.07203591,0.9535828,2.869988,0.01181102,0.7283465,0.7165354,0.9621784,0.2539095,0.1191834,0.9773852,7.437237,2.758239,0.176721,68442,0.8487249,1.178238,0.972754,0.8342473,0.768312,2
0.4196617,0.4,0.1774182,0.03147721,0.4102828,2.599708,0.2078431,0.6627451,0.454902,0.9405421,0.2226166,0.1872562,0.9534454,7.47652,2.637854,0.2004011,37234,0.9187807,1.088399,0.9882684,0.7184916,0.7129672,2
0.2658786,0.1686275,0.2347853,0.05512413,1.361224,4.09973,0.04313726,0.6313726,0.5882353,0.9788631,0.3147712,0.06502834,0.9879705,7.252764,2.738231,0.1734937,126495,0.8741744,1.143937,0.9602305,0.6582579,0.7744039,2
0.05228563,0.0173913,0.07007346,0.004910289,3.119465,17.85674,0.01304348,0.1434783,0.1304348,0.987506,0.5429754,0.1524666,0.9771762,4.134901,2.246784,0.3002255,29695,0.9202392,1.086674,0.9865776,0.741487,0.7009324,2
0.03474314,0.01176471,0.06936003,0.004810813,4.529533,29.60056,0.003921569,0.08235294,0.07843138,0.9907749,0.6104473,0.07965015,0.9857108,3.982086,2.083382,0.3658948,88484,0.9338772,1.070805,0.979553,0.5888204,0.774789,1
0.1107999,0.06722689,0.1152919,0.01329221,3.077067,15.90509,0.02941176,0.2310924,0.2016807,0.9749261,0.4681319,0.2694756,0.9599211,5.645397,2.739507,0.1726474,11356,0.7450193,1.342247,0.9239281,0.7886852,0.6882424,2
0.1998378,0.1746032,0.115718,0.01339065,1.241644,5.688369,0.07142857,0.3571429,0.2857143,0.9746957,0.3600421,0.1090462,0.9781531,6.657296,2.744108,0.1767652,136841,0.9859971,1.014202,0.9956055,0.3090385,0.7836323,2
0.3391283,0.3411765,0.132915,0.0176664,0.3677653,3.440212,0.1607843,0.4941176,0.3333333,0.9613062,0.3221134,0.1997012,0.9621799,7.048569,2.720872,0.1859881,13853,0.6412685,1.559409,0.8941457,0.8802123,0.5480477,1
0.261646,0.2509804,0.1197449,0.01433883,0.8948249,5.480217,0.1254902,0.4078431,0.282353,0.9584396,0.2751073,0.1258576,0.9770263,6.877908,2.635904,0.2028074,80524,0.644442,1.55173,0.9532062,0.8545912,0.6880335,2
0.2651424,0.256,0.1674442,0.02803756,0.853263,4.049687,0.064,0.464,0.4,0.961008,0.279701,0.2201771,0.9495631,7.188725,2.567207,0.2067026,31748,0.9435455,1.059832,0.9910411,0.664224,0.8025278,2
0.069638,0.0627451,0.06589312,0.004341904,4.755914,36.97237,0.01176471,0.1137255,0.1019608,0.9930379,0.5672151,0.05227103,0.9918956,4.948046,2.689307,0.1901272,166683,0.8838865,1.131367,0.962423,0.6063589,0.7184612,2
0.2353426,0.2117647,0.1277319,0.01631544,1.110922,4.943071,0.09411765,0.4078431,0.3137255,0.9488399,0.2803891,0.1645922,0.9695222,6.923224,2.610273,0.2043829,54673,0.8958133,1.116304,0.9784877,0.6783862,0.7367832,2
0.2724578,0.2666667,0.1102492,0.01215488,0.6075788,3.819051,0.1333333,0.4156863,0.282353,0.9649878,0.2938665,0.1407268,0.9702586,6.783512,2.783634,0.1747055,78438,0.8636855,1.157829,0.9746515,0.7879537,0.7513219,2
0.2295829,0.2196078,0.1011623,0.01023382,1.946763,10.30053,0.1254902,0.3215686,0.1960784,0.9460113,0.2847072,0.2895682,0.9485496,6.416368,2.674812,0.1915988,8237,0.9172038,1.09027,0.9877683,0.7470829,0.7210259,2
0.2463939,0.2125984,0.133498,0.01782171,1.147685,4.522019,0.1023622,0.4291339,0.3267716,0.9556906,0.3182571,0.2373296,0.9347206,6.906411,2.629191,0.2012186,18384,0.9437848,1.059564,0.9887592,0.4704412,0.8624507,1
0.09591851,0.05098039,0.1037379,0.01076156,1.961215,7.44945,0.01568628,0.2392157,0.2235294,0.9882305,0.4830422,0.08443943,0.9870396,5.829534,2.669973,0.1876003,99170,0.7750415,1.290254,0.9177988,0.573516,0.701706,2
0.2100305,0.2039216,0.1106398,0.01224117,0.7636026,4.314744,0.07450981,0.3529412,0.2784314,0.9725102,0.3250932,0.1263833,0.9809807,6.731772,2.743808,0.1808942,53564,0.5218031,1.916432,0.8667594,0.6883752,0.5902369,3
0.4049551,0.3764706,0.1357429,0.01842614,0.9494495,3.982116,0.254902,0.5803922,0.3254902,0.9532395,0.3157838,0.1831712,0.9487262,6.996693,2.684606,0.1879569,14111,0.9520089,1.05041,0.9860936,0.5498015,0.7407349,1
0.4500416,0.4342105,0.2211718,0.04891697,0.1028041,1.829207,0.1609649,0.75,0.5890351,0.9319557,0.2034055,0.3516733,0.9205518,7.45459,2.761066,0.1793441,5142,0.8077133,1.238063,0.9211752,0.695424,0.6494884,2
0.5132153,0.5098814,0.121915,0.01486328,0.1631855,2.514363,0.3517787,0.6798419,0.3280632,0.962811,0.2897868,0.1201899,0.9546477,6.964367,2.836347,0.165865,84588,0.9064208,1.10324,0.9707026,0.5969156,0.7581744,1
0.125103,0.09486166,0.1297831,0.01684364,3.016579,14.52148,0.02371541,0.229249,0.2055336,0.9839783,0.570444,0.1096865,0.9777497,6.252748,2.852028,0.1585591,54521,0.9374654,1.066706,0.9846312,0.387702,0.8128727,2
0.3601439,0.3960784,0.2007631,0.04030581,-0.2566196,2.118072,0.04705882,0.5921569,0.5450981,0.9571289,0.2218107,0.1537243,0.9659451,7.240647,2.800435,0.1704432,24918,0.9586368,1.043148,0.9928281,0.6461555,0.7099954,3
0.1927122,0.1850394,0.06768315,0.004581009,1.31338,8.47902,0.1181102,0.2716535,0.1535433,0.9732946,0.4144643,0.1178813,0.9798045,6.029766,2.799031,0.1677229,73096,0.8345261,1.198285,0.9715949,0.7919174,0.7396883,2
0.3422602,0.3415638,0.07866438,0.006188084,0.5068071,6.036067,0.2427984,0.436214,0.1934156,0.9660759,0.4746054,0.2087853,0.9412522,6.247541,2.688487,0.1870479,15605,0.9422103,1.061334,0.9845426,0.6171481,0.7676604,2
0.1493355,0.124,0.1260572,0.01589041,1.545631,6.746782,0.028,0.308,0.28,0.9797764,0.3906534,0.1304155,0.9821882,6.466263,2.7952,0.1691847,19849,0.7379904,1.355031,0.9513516,0.8568387,0.5474076,1
0.08993371,0.07346939,0.09425933,0.008884821,3.131315,17.69238,0.0122449,0.1795918,0.1673469,0.9900576,0.5694781,0.08694499,0.984643,5.328393,2.62464,0.2037061,90675,0.941752,1.061851,0.9847308,0.4583062,0.7679116,2
0.230842,0.2078431,0.1058714,0.01120876,2.719522,13.62674,0.1411765,0.3176471,0.1764706,0.9630079,0.3076617,0.1838672,0.9694864,6.263048,2.84146,0.1668902,23565,0.904915,1.105076,0.9780849,0.6246304,0.6924772,2
0.07909326,0.01204819,0.1550857,0.02405156,3.022856,12.03624,0.01204819,0.2289157,0.2168675,0.9802372,0.4447643,0.1372576,0.9812487,3.915533,2.540372,0.2386353,16852,0.8284332,1.207098,0.9873447,0.8585319,0.6190127,1
0.0717809,0.02745098,0.09620664,0.009255717,2.43404,11.38216,0.003921569,0.1960784,0.1921569,0.9904388,0.5116774,0.07113325,0.9893812,5.303341,2.452363,0.2365558,109973,0.8531567,1.172118,0.9501072,0.6932448,0.6930577,2
0.3984946,0.3951613,0.1007765,0.0101559,0.601001,4.535967,0.2782258,0.5241935,0.2459677,0.9611878,0.3697431,0.2456293,0.9389458,6.60972,2.731293,0.1803276,8255,0.8942797,1.118218,0.9639187,0.6579381,0.6593977,2
0.1165656,0.1290323,0.06218119,0.0038665,0.5762929,5.419281,0.02822581,0.1733871,0.1451613,0.9918717,0.5135545,0.1083691,0.9849206,5.663538,2.728499,0.1833294,61164,0.8122069,1.231213,0.9870893,0.8104862,0.653301,2
0.2485477,0.244,0.1074823,0.01155244,0.7613491,4.564565,0.116,0.376,0.26,0.9730501,0.2971965,0.1230488,0.9788366,6.609302,2.907822,0.1534,63928,0.8235793,1.214212,0.9652278,0.7788996,0.6567293,2
0.2943909,0.2862745,0.1538545,0.0236712,0.6283165,3.954214,0.09019608,0.4862745,0.3960784,0.9601592,0.2686362,0.185242,0.9611607,7.232137,2.53781,0.2181194,37119,0.8989357,1.112427,0.9850853,0.6652017,0.73605,2
0.191177,0.1372549,0.1607276,0.02583337,1.637558,5.966118,0.05098039,0.4039216,0.3529412,0.9700937,0.3639951,0.1241035,0.9753677,6.732518,2.718329,0.1785796,36810,0.9143841,1.093632,0.9672588,0.329048,0.788983,2
0.3111616,0.2943548,0.1435611,0.02060979,0.5310002,2.920934,0.1330645,0.5120968,0.3790323,0.9576209,0.255129,0.1942614,0.9569998,7.107601,2.642914,0.1952775,31366,0.9627752,1.038664,0.9852059,0.5412425,0.7577976,2
0.1137906,0.06666667,0.1448717,0.02098781,3.598316,17.62414,0.03137255,0.2313726,0.2,0.9849971,0.5208883,0.06777734,0.9885274,5.914734,2.850435,0.1596426,96547,0.8402557,1.190114,0.9494808,0.7994617,0.7559862,2
0.2909194,0.2727273,0.08982156,0.008067913,1.372573,8.304066,0.1942149,0.4090909,0.214876,0.9512941,0.3016688,0.3320517,0.9308361,6.276211,2.76145,0.1740797,7615,0.8164965,1.224745,0.936424,0.7816879,0.7257911,1
0.1046089,0.05098039,0.1255351,0.01575906,2.477816,9.956409,0.02352941,0.2705882,0.2470588,0.9865062,0.4394733,0.09593771,0.9874128,5.900504,2.773577,0.1716806,61430,0.4262422,2.346084,0.7056459,0.8956878,0.4934295,2
0.3563951,0.3466136,0.1733145,0.03003792,0.2480146,2.942989,0.1354582,0.5856574,0.4501992,0.9573948,0.2512648,0.1506324,0.963338,7.383324,2.763337,0.1782599,63035,0.8223272,1.216061,0.9693069,0.845128,0.7609247,2
0.2441637,0.2431373,0.0854116,0.007295141,1.136409,9.836167,0.1411765,0.3411765,0.2,0.9590862,0.2909871,0.2737446,0.9481393,6.358233,2.820985,0.1685179,10652,0.8940843,1.118463,0.9563656,0.7309226,0.7226594,1
0.07154752,0.05098039,0.08664092,0.007506649,4.143182,27.24335,0.01568628,0.145098,0.1294118,0.9913173,0.549414,0.07524997,0.9879466,5.323127,2.750403,0.1775596,107605,0.938033,1.066061,0.9825415,0.5758867,0.7307144,2
0.2714825,0.264,0.08020843,0.006433392,1.773689,11.33109,0.184,0.36,0.176,0.9556457,0.2977474,0.2116176,0.9565496,6.180161,2.798889,0.1701635,25051,0.9092879,1.099762,0.97699,0.6435541,0.7246666,2
0.2465772,0.1929134,0.1272888,0.01620245,1.693393,5.971146,0.1417323,0.4330709,0.2913386,0.9741831,0.3286295,0.12695,0.9755853,6.364766,2.802837,0.1643764,44687,0.9621882,1.039298,0.9888254,0.6088512,0.7659228,2
0.09886847,0.07569721,0.07561038,0.005716929,2.301956,11.42559,0.03187251,0.1832669,0.1513944,0.988291,0.5342149,0.1253872,0.9802315,5.759878,2.743421,0.1727008,35155,0.8642624,1.157056,0.9651338,0.7339846,0.7230861,2
0.4937403,0.5063291,0.1930872,0.03728266,0.01530147,2.146424,0.2320675,0.7341772,0.5021097,0.9390647,0.2113681,0.2900698,0.9067907,7.439158,2.733037,0.1779624,14535,0.9901998,1.009897,0.9884393,0.4299402,0.7986264,2
0.4782548,0.4823529,0.09380607,0.008799578,-0.06557383,3.407534,0.3568628,0.5921569,0.2352941,0.9594093,0.2933464,0.1245,0.9574536,6.616668,2.875974,0.160327,154822,0.9324989,1.072387,0.980867,0.6148787,0.748815,2
0.07360826,0.03846154,0.09462807,0.008954473,2.649731,11.69156,0.004273504,0.1709402,0.1666667,0.9930654,0.4782338,0.0681477,0.9907008,5.406876,2.711498,0.1800889,119665,0.8339055,1.199177,0.9757659,0.8417596,0.6267809,2
0.3437768,0.3346939,0.09586955,0.00919097,1.073058,6.933424,0.2326531,0.4571429,0.2244898,0.9580926,0.3762064,0.2072672,0.9534066,6.482017,2.694016,0.1854376,13368,0.781764,1.279158,0.9491622,0.7325811,0.6630952,1
0.1200309,0.09019608,0.1030521,0.01061973,3.4305,19.74122,0.04313726,0.2196078,0.1764706,0.9834791,0.519659,0.0961217,0.9839114,6.016682,2.735719,0.1774202,55982,0.8598789,1.162954,0.9755341,0.8132521,0.7465063,2
0.297172,0.2784314,0.1317866,0.01736771,1.185897,5.977267,0.1529412,0.4627451,0.3098039,0.9461109,0.2625392,0.3006849,0.9400604,6.944799,2.514268,0.2271834,10631,0.9171584,1.090324,0.9830775,0.76007,0.7054413,2
0.03783199,0.01176471,0.06203456,0.003848286,5.234753,49.55107,0.003921569,0.09803922,0.09411765,0.9923785,0.6137267,0.09999018,0.9827393,4.265936,2.211622,0.319621,89683,0.8874893,1.126774,0.9521196,0.6295874,0.762883,2
0.4188994,0.4117647,0.1424958,0.02030505,0.3045298,2.607737,0.2392157,0.6117647,0.372549,0.9700133,0.285,0.13221,0.9628791,7.171634,2.78276,0.1745408,104664,0.8130175,1.229986,0.9539191,0.815547,0.7431201,2
0.344199,0.3162055,0.1842162,0.03393562,0.7751892,2.934252,0.1422925,0.6007905,0.458498,0.9677983,0.2327698,0.1297577,0.9716837,7.149409,2.795638,0.170934,22784,0.9661086,1.03508,0.9882026,0.3585024,0.7656943,1
0.1431888,0.1062992,0.1128529,0.01273577,3.101639,15.9801,0.06299213,0.2598425,0.1968504,0.9792925,0.4602411,0.1480154,0.9771312,6.032782,2.727884,0.1778977,29328,0.8827636,1.132806,0.9669315,0.6855395,0.7048306,2
0.2391978,0.1803922,0.1819913,0.03312082,1.48689,4.898153,0.07058824,0.5137255,0.4431373,0.9702186,0.3050443,0.1198409,0.9785778,7.084081,2.722386,0.1816185,37317,0.951102,1.051412,0.9892373,0.6935753,0.738059,2
0.1084766,0.07228915,0.1128316,0.01273096,1.959814,8.007236,0.01204819,0.2610442,0.248996,0.9776238,0.4402753,0.1912619,0.9722774,6.153347,2.741497,0.1754953,22566,0.785203,1.273556,0.9339845,0.8213187,0.6633157,2
0.234593,0.1975807,0.1662724,0.02764651,1.417647,5.490504,0.06451613,0.4516129,0.3870968,0.9464948,0.2837817,0.2812708,0.94912,7.057782,2.806271,0.1689834,13983,0.9321302,1.072811,0.9797506,0.6056119,0.7381229,1
0.1017994,0.04705882,0.1389008,0.01929343,2.323149,9.605112,0.003921569,0.2784314,0.2745098,0.9767104,0.4670416,0.1529699,0.9745099,5.731416,2.771188,0.1756462,38975,0.9166159,1.09097,0.9775521,0.5700626,0.7401534,2
0.1240908,0.1075697,0.08218031,0.006753604,2.337288,14.19946,0.04780877,0.2231076,0.1752988,0.9755566,0.4751205,0.2764725,0.9579466,6.014598,2.613683,0.1924555,12030,0.9308932,1.074237,0.9762233,0.6165304,0.7007223,1
0.4011994,0.3913043,0.1374352,0.01888843,0.1904465,2.288909,0.2252964,0.5889328,0.3636364,0.9647673,0.2757848,0.124366,0.9670697,7.113839,2.790096,0.1743203,144462,0.8621601,1.159877,0.9664432,0.7635444,0.7353253,2
0.06304398,0.02745098,0.1380523,0.01905845,4.633787,26.0463,0.003921569,0.1019608,0.09803922,0.9896287,0.5664881,0.06228967,0.9896135,4.849939,2.352103,0.2827044,121827,0.8568633,1.167047,0.9569244,0.770829,0.7543467,2
0.1786982,0.1535433,0.07474258,0.005586453,2.134009,10.00126,0.1141732,0.2795275,0.1653543,0.9813865,0.451389,0.1329724,0.9765466,5.741083,2.847878,0.1577251,56292,0.8654459,1.155474,0.9699497,0.6389375,0.755648,2
0.163476,0.124498,0.1270211,0.01613437,2.344929,8.852727,0.07228915,0.3333333,0.2610442,0.98771,0.4892185,0.05842349,0.9889782,6.155865,2.820232,0.1610221,162119,0.9186966,1.088499,0.971069,0.5520794,0.7844341,2
0.2319869,0.2172131,0.07417158,0.005501424,2.553264,14.79729,0.1639344,0.3032787,0.1393443,0.9696277,0.3298775,0.1379659,0.9763243,5.821011,2.810475,0.1654138,43147,0.8877469,1.126447,0.9651709,0.5780031,0.7156458,2
0.07661609,0.05357143,0.0655753,0.00430012,3.836255,28.87018,0.03571429,0.1517857,0.1160714,0.988167,0.5717333,0.1577219,0.9740471,4.802354,2.719858,0.1877037,48042,0.8910336,1.122292,0.9721362,0.619823,0.7438224,2
0.4177107,0.4078431,0.1354167,0.01833769,0.4844669,3.622113,0.2470588,0.5843138,0.3372549,0.9610421,0.2942581,0.132823,0.9579565,7.067852,2.869844,0.1608851,63646,0.9479054,1.054958,0.9868515,0.5862699,0.7922081,2
0.3673134,0.3438735,0.1388948,0.01929175,0.8497349,3.552834,0.2094862,0.5691699,0.3596838,0.9532803,0.2801385,0.1803025,0.9558055,7.04211,2.602446,0.2055547,30744,0.9101816,1.098682,0.9886166,0.7598162,0.742519,2
0.1969014,0.1372549,0.1759303,0.03095147,1.468041,5.022535,0.03529412,0.4627451,0.427451,0.9763037,0.3476442,0.09643522,0.9837813,6.97065,2.780011,0.170556,53330,0.8527794,1.172636,0.9738327,0.5327244,0.718462,2
0.09719558,0.07024793,0.08117913,0.006590051,3.600831,24.33763,0.03719008,0.1859504,0.1487603,0.9746597,0.5698122,0.3417111,0.9401949,5.539732,2.737324,0.1743038,7243,0.9625641,1.038892,0.9825013,0.4107691,0.7698767,2
0.2917915,0.2795275,0.1374988,0.01890592,1.294394,6.552852,0.1417323,0.4370079,0.2952756,0.9502478,0.2713706,0.2006061,0.9614813,6.97345,2.784504,0.1759692,14561,0.8422174,1.187342,0.9483522,0.774351,0.6855462,1
0.4703738,0.4588235,0.1647585,0.02714535,0.3929425,2.798174,0.2627451,0.6901961,0.427451,0.966167,0.2573694,0.1225387,0.9642467,7.388977,2.711097,0.1835321,92666,0.8675399,1.152685,0.9888698,0.8091801,0.7267751,2
0.1288221,0.1220472,0.07262491,0.005274378,2.09491,11.59713,0.0511811,0.1929134,0.1417323,0.9911413,0.4926629,0.08539139,0.9881235,5.92379,2.846744,0.1621034,116021,0.5702051,1.753755,0.8473077,0.8488497,0.6468827,2
0.1695218,0.1535433,0.05816121,0.003382727,7.196051,78.92705,0.1377953,0.2204724,0.08267716,0.9671089,0.5312256,0.4339945,0.9230242,4.607837,2.946434,0.1455626,4988,0.9960324,1.003983,0.9853812,0.5369658,0.7721362,1
0.3426744,0.3254902,0.1248487,0.0155872,0.609148,3.015852,0.1921569,0.5176471,0.3254902,0.9696179,0.3001991,0.1133483,0.9716071,6.938591,2.762127,0.1776925,117430,0.8877274,1.126472,0.965104,0.758461,0.7722864,2
0.4121107,0.4089069,0.1367775,0.0187081,0.1243488,2.455623,0.2348178,0.5951417,0.3603239,0.9691439,0.2985279,0.1234765,0.9618154,7.101088,2.798822,0.1716418,145062,0.8518935,1.173856,0.957663,0.7900186,0.791754,2
0.6375604,0.6392157,0.1315066,0.01729398,-0.1405908,2.725774,0.4705882,0.8078431,0.3372549,0.9607412,0.3845928,0.1851139,0.9151266,7.055803,2.702461,0.1885341,5596,0.5076318,1.969932,0.842898,0.936534,0.4307266,2
0.4146004,0.3817427,0.1735138,0.03010705,0.5126219,2.795441,0.2116183,0.6473029,0.4356847,0.9586473,0.2534347,0.1858619,0.9561527,7.316922,2.560629,0.2145999,14182,0.8523483,1.173229,0.9492637,0.7630221,0.655815,1
0.2041238,0.1921569,0.1158067,0.0134112,1.562734,9.270795,0.07450981,0.3372549,0.2627451,0.9574194,0.3546834,0.2107497,0.9510254,6.722226,2.626717,0.1999777,27153,0.9750704,1.025567,0.9902626,0.4687963,0.8275831,1
0.2085825,0.2,0.06594611,0.004348889,2.229075,13.99648,0.145098,0.2784314,0.1333333,0.9670413,0.3908539,0.1228862,0.9778036,5.852394,2.802341,0.1687917,79492,0.80439,1.243178,0.9552949,0.8001097,0.7565623,2
0.244549,0.2313726,0.118099,0.01394736,1.077958,4.724891,0.1058824,0.3921569,0.2862745,0.9687636,0.300694,0.1061452,0.983209,6.781273,2.77012,0.1765518,41656,0.7869591,1.270714,0.9729073,0.8645442,0.5967566,2
0.1340217,0.1062992,0.09906568,0.009814007,1.87302,7.455003,0.04330709,0.2716535,0.2283465,0.9873547,0.4592935,0.09499672,0.9851706,6.245306,2.822537,0.1643281,82024,0.8265221,1.209889,0.9258519,0.659027,0.7053522,1
0.1001005,0.05691057,0.1145449,0.01312054,2.297313,9.613505,0.01219512,0.2520325,0.2398374,0.9771099,0.4556496,0.1970451,0.9705893,5.890009,2.683723,0.1788261,19436,0.8369904,1.194757,0.9532591,0.7341045,0.6854281,2
0.3017938,0.2916667,0.08551672,0.007313109,1.581917,8.166851,0.2125,0.4,0.1875,0.9557043,0.3406576,0.1906502,0.95692,6.207393,2.589134,0.2034028,22074,0.9062173,1.103488,0.9644355,0.4800764,0.7262617,2
0.3150517,0.254902,0.2502543,0.06262722,0.3892647,1.863457,0.01176471,0.6784314,0.6666667,0.9717923,0.2412711,0.09491416,0.9817901,7.50432,2.706232,0.1870542,94026,0.8843911,1.130721,0.9697901,0.7500393,0.7286916,2
0.2095937,0.1967213,0.0959076,0.009198268,3.441029,22.22002,0.1270492,0.295082,0.1680328,0.9450451,0.3788421,0.3462757,0.9292857,6.082899,2.715434,0.181506,14481,0.9730623,1.027683,0.990357,0.6126872,0.8020049,2
0.4375143,0.432,0.09763756,0.009533092,0.4716167,3.743839,0.316,0.556,0.24,0.9486802,0.332372,0.2280026,0.9267778,6.581459,2.750294,0.1762838,10764,0.9358473,1.06855,0.966161,0.410388,0.756005,2
0.22575,0.1529412,0.2023648,0.04095152,0.7209858,2.385506,0.01568628,0.5294118,0.5137255,0.9699711,0.2903741,0.124864,0.9756933,6.946647,2.687645,0.1829787,42270,0.924742,1.081383,0.9925098,0.743874,0.7632719,2
0.2007541,0.1192661,0.2022106,0.04088914,1.658045,5.022057,0.0412844,0.5275229,0.4862385,0.9687741,0.3820078,0.1377554,0.9734468,6.731671,2.730516,0.1778123,34185,0.8913047,1.121951,0.9827512,0.78848,0.7938001,2
0.3259093,0.3098039,0.1076032,0.01157844,1.094183,5.29989,0.2,0.4627451,0.2627451,0.9572521,0.3213465,0.2601666,0.9423225,6.654309,2.665212,0.1913741,9189,0.9388403,1.065144,0.9776572,0.5212303,0.7071181,1
0.398144,0.3830645,0.1277093,0.01630966,0.5520871,4.527469,0.2580645,0.5685484,0.3104839,0.9554537,0.3464234,0.2052783,0.9394872,6.89985,2.729331,0.1835331,16949,0.9277344,1.077895,0.9796544,0.6159073,0.7330883,2
0.3158638,0.2766798,0.1475984,0.02178529,1.156867,4.010042,0.1660079,0.5335968,0.3675889,0.9510384,0.2426205,0.2137709,0.9576256,6.942994,2.766169,0.1788319,10732,0.848761,1.178188,0.9744847,0.7786525,0.7092255,1
0.2038011,0.1764706,0.158355,0.0250763,0.8588648,3.378624,0.01960784,0.427451,0.4078431,0.9637482,0.3041985,0.1722459,0.9709406,7.064574,2.632253,0.2038009,40187,0.9138524,1.094269,0.9901202,0.7708783,0.6979939,2
0.1471288,0.1205674,0.06609332,0.004368327,2.351918,11.34453,0.09219858,0.2269503,0.1347518,0.981483,0.6103509,0.1409887,0.9663591,4.582896,2.799647,0.1655406,32629,0.8721597,1.146579,0.9882185,0.7915713,0.8475065,2
0.2074777,0.145098,0.1376958,0.01896013,1.073833,3.101437,0.08235294,0.4313726,0.3490196,0.9812724,0.3381045,0.1048304,0.9833056,6.566494,2.801259,0.1647449,50529,0.7806163,1.281039,0.9477801,0.5929481,0.6712498,2
0.1625651,0.1294118,0.1059498,0.01122536,2.781919,14.16157,0.08235294,0.282353,0.2,0.983845,0.4877042,0.09305116,0.9822239,6.134502,2.763636,0.1733889,73152,0.9317131,1.073292,0.9808791,0.4199261,0.7873935,2
0.29198,0.28125,0.1158773,0.01342755,0.5140184,2.993718,0.1517857,0.4553571,0.3035714,0.9540107,0.2874181,0.1713022,0.9572793,6.691473,2.85867,0.1619652,90307,0.9045545,1.105517,0.9679415,0.6166713,0.8038436,2
0.3415966,0.3292181,0.1310201,0.01716627,0.4175198,2.587804,0.1769547,0.526749,0.3497942,0.9609274,0.2827258,0.1671521,0.9579431,6.958042,2.739728,0.1805296,61523,0.94187,1.061718,0.9908362,0.6613683,0.776629,2
